ind,aggregation_code,county_name,aggregation_name,cohort,gender,dropout_pct,PUPIL_COUNT_TOT,PER_FEDERAL_EXP,PER_STATE_LOCAL_EXP,PER_TEACH_INEXP,TEACH_PER_PUPIL,ATTENDANCE_RATE,PER_SUSPENSIONS,PER_FREE_LUNCH,cty_pop_under_18,cty_pop_over_65,cty_female,cty_foreign_born,cty_owner_occupied,cty_housing_unit_median_value,cty_pers_pers_household,cty_same_house,cty_non_english,cty_with_computer,cty_with_internet,cty_hs_graduates,cty_uni_degree,cty_time_to_work,cty_med_household_income,cty_poverty,cty_pop_density,COUNSELORS_PER_PUPIL,SOCIAL_PER_PUPIL
2942,310600011467,NEW YORK,HIGH SCHOOL-LAW & PUBLIC SERVICE,2015 Total Cohort - 5 Year Outcome,Male,0.30303030303030304,451.0,1060.0,18322.0,0.32,0.08425720620842572,0.81,0.02,0.89,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004434589800443459,0.0
2943,310600011467,NEW YORK,HIGH SCHOOL-LAW & PUBLIC SERVICE,2016 Total Cohort - 4 Year Outcome,Female,0.04477611940298507,451.0,1060.0,18322.0,0.32,0.08425720620842572,0.81,0.02,0.89,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004434589800443459,0.0
2944,310600011467,NEW YORK,HIGH SCHOOL-LAW & PUBLIC SERVICE,2016 Total Cohort - 4 Year Outcome,Male,0.11666666666666667,451.0,1060.0,18322.0,0.32,0.08425720620842572,0.81,0.02,0.89,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004434589800443459,0.0
2945,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2014 Total Cohort - 6 Year Outcome,Female,0.18604651162790697,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2946,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2014 Total Cohort - 6 Year Outcome,Male,0.1746031746031746,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2947,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2015 Total Cohort - 5 Year Outcome,Female,0.10810810810810811,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2948,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2015 Total Cohort - 5 Year Outcome,Male,0.2,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2949,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2016 Total Cohort - 4 Year Outcome,Female,0.04838709677419355,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2950,310600011468,NEW YORK,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2016 Total Cohort - 4 Year Outcome,Male,0.14545454545454545,396.0,1412.0,19529.0,0.24,0.09343434343434344,0.86,0.0,0.96,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.007575757575757576,0.0
2951,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.10810810810810811,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2952,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.15873015873015872,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2953,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.05063291139240506,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2954,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.1103448275862069,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2955,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.028368794326241134,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2956,310600011540,NEW YORK,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.12121212121212122,1441.0,865.0,12827.0,0.25,0.06384455239417071,0.85,0.02,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.004857737682165163,0.0006939625260235947
2957,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2014 Total Cohort - 6 Year Outcome,Female,0.12307692307692308,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2958,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2014 Total Cohort - 6 Year Outcome,Male,0.14,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2959,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2015 Total Cohort - 5 Year Outcome,Female,0.1,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2960,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2015 Total Cohort - 5 Year Outcome,Male,0.07792207792207792,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2961,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2016 Total Cohort - 4 Year Outcome,Female,0.05194805194805195,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2962,310600011552,NEW YORK,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2016 Total Cohort - 4 Year Outcome,Male,0.019230769230769232,516.0,887.0,13441.0,0.31,0.0755813953488372,0.92,0.0,0.92,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.005813953488372093,0.0
2963,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.018518518518518517,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2964,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.0,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2965,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2966,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.05,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2967,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2968,310600860887,NEW YORK,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,778.0,527.0,14413.0,0.33,0.03470437017994859,0.93,0.05,0.9,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.002570694087403599,0.0038560411311053984
2969,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.0,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2970,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.03225806451612903,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2971,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.022222222222222223,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2972,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.0,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2973,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2974,310600860966,NEW YORK,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,952.0,623.0,17842.0,,,0.9400000000000001,0.03,0.84,0.14300000000000002,0.17,0.526,0.28300000000000003,0.24100000000000002,1024500,2.07,0.845,0.38799999999999996,0.9229999999999999,0.872,0.878,0.622,32.1,89812,0.163,74211.60753394656,0.0063025210084033615,0.004201680672268907
2975,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2014 Total Cohort - 6 Year Outcome,Female,0.046153846153846156,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2976,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2014 Total Cohort - 6 Year Outcome,Male,0.0784313725490196,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2977,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2015 Total Cohort - 5 Year Outcome,Female,0.06060606060606061,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2978,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2015 Total Cohort - 5 Year Outcome,Male,0.1,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2979,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2016 Total Cohort - 4 Year Outcome,Female,0.0,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2980,320700010223,BRONX,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY (THE),2016 Total Cohort - 4 Year Outcome,Male,0.046511627906976744,688.0,986.0,12831.0,0.54,0.08139534883720931,0.92,0.0,0.91,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0029069767441860465,0.0
2981,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.01818181818181818,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2982,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.05128205128205128,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2983,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.0,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2984,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.04,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2985,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.0,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2986,320700011221,BRONX,SOUTH BRONX PREP SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.0,650.0,1446.0,14307.0,0.49,0.09076923076923077,0.93,0.0,0.9400000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.003076923076923077,0.0
2987,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2014 Total Cohort - 6 Year Outcome,Female,0.15384615384615385,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2988,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2014 Total Cohort - 6 Year Outcome,Male,0.2222222222222222,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2989,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2015 Total Cohort - 5 Year Outcome,Female,0.10126582278481013,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2990,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2015 Total Cohort - 5 Year Outcome,Male,0.13333333333333333,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2991,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2016 Total Cohort - 4 Year Outcome,Female,0.04225352112676056,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2992,320700011259,BRONX,HERO (HEALTH  EDUCATION AND RESEARCH OCCUPATIONS) HIGH SCHOO,2016 Total Cohort - 4 Year Outcome,Male,0.038461538461538464,536.0,696.0,14108.0,0.52,0.08208955223880597,0.85,0.02,0.8300000000000001,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.0018656716417910447
2993,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.1111111111111111,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2994,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.20408163265306123,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2995,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.06557377049180328,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2996,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.21311475409836064,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2997,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Female,0.140625,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2998,320700011334,BRONX,INTERNATIONAL COMMUNITY HIGH SCHOOL,2016 Total Cohort - 4 Year Outcome,Male,0.2564102564102564,386.0,1431.0,16935.0,0.23,0.06735751295336788,0.9,0.0,0.99,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0051813471502590676,0.0025906735751295338
2999,320700011379,BRONX,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Female,0.32727272727272727,165.0,539.0,22750.0,0.3,0.12121212121212122,0.62,0.01,0.88,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.006060606060606061
3000,320700011379,BRONX,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2014 Total Cohort - 6 Year Outcome,Male,0.32075471698113206,165.0,539.0,22750.0,0.3,0.12121212121212122,0.62,0.01,0.88,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.006060606060606061
3001,320700011379,BRONX,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Female,0.34782608695652173,165.0,539.0,22750.0,0.3,0.12121212121212122,0.62,0.01,0.88,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.006060606060606061
3002,320700011379,BRONX,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2015 Total Cohort - 5 Year Outcome,Male,0.24324324324324326,165.0,539.0,22750.0,0.3,0.12121212121212122,0.62,0.01,0.88,0.24600000000000002,0.133,0.528,0.34600000000000003,0.201,427900,2.71,0.914,0.584,0.895,0.8,0.7340000000000001,0.203,45.3,41895,0.244,34979.90498812351,0.0,0.006060606060606061
