ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_PRINC,NUM_TEACH,NUM_COUNSELORS,NUM_SOCIAL,PER_ATTEND,PER_TURN_ALL,PER_TURN_FIVE_YRS
521701040000,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,2019,52170104,SCHUYLERVILLE CSD,RYAN SHERMAN,14 SPRING ST,SCHUYLERVILLE,5186953255,"K-12, UE, US",3,120,7,0,93,8,11
521701040002,SCHUYLERVILLE HIGH SCHOOL,2019,52170104,SCHUYLERVILLE CSD,MATTHEW SICKLES,14 SPRING ST,SCHUYLERVILLE,5186953255,"9-12, US",1,44,3,0,,,
521701040003,SCHUYLERVILLE ELEMENTARY SCHOOL,2019,52170104,SCHUYLERVILLE CSD,GREGG BARTHELMAS,14 SPRING ST,SCHUYLERVILLE,5186953255,"K-5, UE",1,48,1,0,,,
521701040005,SCHUYLERVILLE MIDDLE SCHOOL,2019,52170104,SCHUYLERVILLE CSD,MARY KATE ELSWORTH,14 SPRING ST,SCHUYLERVILLE,5186953255,"6-8, UE, US",1,34,2,0,,,
521800010000,SARATOGA SPRINGS CITY SCHOOL DISTRICT,2019,52180001,SARATOGA SPRINGS CITY SD,MICHAEL PICCIRILLO,3 BLUE STREAK BLVD,SARATOGA SPRINGS,5185834708,"PK-12, UE, US",9,509,14,8,95,9,24
521800010006,DOROTHY NOLAN ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,RALPH ROTHACKER,221 JONES RD,SARATOGA SPRINGS,5185847383,K-5,2,61,0,1,,,
521800010007,GREENFIELD ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,TINA DAVIS,3180 RT 9N,GREENFIELD CENTER,5188937402,"K-5, UE",1,35,0,1,,,
521800010008,CAROLINE STREET ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,DANIEL PACKARD,310 CAROLINE ST,SARATOGA SPRINGS,5185847612,K-5,1,35,0,0,,,
521800010009,DIVISION STREET ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,GREER MILLER,220 DIVISION ST,SARATOGA SPRINGS,5185834794,K-5,1,44,0,0,,,
521800010010,SARATOGA SPRINGS HIGH SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,BRETT MILLER,1 BLUE STREAK BLVD,SARATOGA SPRINGS,5185876690,"9-12, US",1,160,9,1,,,
521800010012,LAKE AVENUE ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,BARBARA MESSIER,126 LAKE AVE,SARATOGA SPRINGS,5185843678,K-5,1,35,0,1,,,
521800010014,GEYSER ROAD ELEMENTARY SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,KRISTY MOORE,61 GEYSER RD,SARATOGA SPRINGS,5185847699,"K-5, UE",1,39,0,1,,,
521800010015,MAPLE AVENUE MIDDLE SCHOOL,2019,52180001,SARATOGA SPRINGS CITY SD,JEFFREY PALMER,515 MAPLE AVE,SARATOGA SPRINGS,5185874551,"6-8, UE, US",1,124,5,1,,,
522001040000,STILLWATER CENTRAL SCHOOL DISTRICT,2019,52200104,STILLWATER CSD,STANLEY MAZIEJKA,1068 HUDSON AVE,STILLWATER,5183736100,"PK-12, UE, US",5,95,4,2,96,5,8
522001040002,STILLWATER ELEMENTARY SCHOOL,2019,52200104,STILLWATER CSD,JOHN POWELL,1068 HUDSON AVE,STILLWATER,5183736100,PK-5,2,35,1,1,,,
522001040003,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,2019,52200104,STILLWATER CSD,PATRICIA MORRIS,1068 HUDSON AVE,STILLWATER,5183736100,"6-12, UE, US",3,60,3,1,,,
522101030000,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,2019,52210103,WATERFORD-HALFMOON UFSD,PATRICK POMERVILLE,125 MIDDLETOWN RD,WATERFORD,5182370800,"K-12, US",2,71,2,2,94,3,0
522101030004,WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL,2019,52210103,WATERFORD-HALFMOON UFSD,CHRISTOPHER SCANLAN,125 MIDDLETOWN RD,WATERFORD,5182370800,"7-12, US",1,38,2,1,,,
522101030005,WATERFORD-HALFMOON ELEMENTARY SCHOOL,2019,52210103,WATERFORD-HALFMOON UFSD,JOSEPH SIRACUSE,125 MIDDLETOWN RD,WATERFORD,5182370800,K-6,1,33,0,1,,,
530101040000,DUANESBURG CENTRAL SCHOOL DISTRICT,2019,53010104,DUANESBURG CSD,CHRISTINE CROWLEY,133 SCHOOL DR,DELANSON,5188952279,K-12,2,56,2,2,96,19,8
530101040001,DUANESBURG HIGH SCHOOL,2019,53010104,DUANESBURG CSD,LESLIE WEHNER,163 SCHOOL DR,DELANSON,5188953000,7-12,1,34,2,1,,,
530101040002,DUANESBURG ELEMENTARY SCHOOL,2019,53010104,DUANESBURG CSD,ANDREA CONOVER,165 CHADWICK RD,DELANSON,5188952580,K-6,1,22,0,1,,,
530202060000,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,2019,53020206,SCOTIA-GLENVILLE CSD,SUSAN SWARTZ,900 PREDDICE PKWY,SCOTIA,5183821215,"K-12, UE, US",6,210,7,8,94,10,46
530202060001,GLEN-WORDEN ELEMENTARY SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,MARK MCCARTHY,30 WORDEN RD,SCOTIA,5183460469,K-5,1,26,0,0,,,
530202060002,GLENDAAL SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,THOMAS EAGAN,774 SACANDAGA RD,SCOTIA,5183821202,K-5,1,22,0,1,,,
530202060003,LINCOLN SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,JOHN GENITI,40 ALBION ST,SCOTIA,5183821296,K-5,1,28,0,2,,,
530202060005,SACANDAGA SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,TONYA FEDERICO,300 WREN ST,SCOTIA,5183821282,K-5,1,32,0,1,,,
530202060006,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,PETER BEDNAREK,1 TARTAN WAY,SCOTIA,5183821231,"9-12, US",1,69,4,2,,,
530202060007,SCOTIA-GLENVILLE MIDDLE SCHOOL,2019,53020206,SCOTIA-GLENVILLE CSD,ROBERT COSMER,10 PRESTIGE PKWY,SCOTIA,5183821263,"6-8, UE, US",1,58,3,2,,,
530301060000,NISKAYUNA CENTRAL SCHOOL DISTRICT,2019,53030106,NISKAYUNA CSD,JOHN YAGIELSKI,1239 VAN ANTWERP RD,SCHENECTADY,5183774666,"K-12, UE, US",8,314,11,6,98,11,36
530301060001,BIRCHWOOD ELEMENTARY SCHOOL,2019,53030106,NISKAYUNA CSD,DEBRA BERNDT,897 BIRCHWOOD LN,SCHENECTADY,5183442910,K-5,1,24,0,1,,,
530301060002,CRAIG ELEMENTARY SCHOOL,2019,53030106,NISKAYUNA CSD,BILL ANDERS,2566 BALLTOWN RD,SCHENECTADY,5183770156,K-5,1,24,0,1,,,
530301060003,GLENCLIFF SCHOOL,2019,53030106,NISKAYUNA CSD,SHELLEY BALDWIN-NYE,961 RIVERVIEW RD,REXFORD,5183992323,K-5,1,27,0,0,,,
530301060004,HILLSIDE SCHOOL,2019,53030106,NISKAYUNA CSD,SHIREEN FASCIGLIONE,1100 CORNELIUS AVE,SCHENECTADY,5183771856,K-5,1,28,1,0,,,
530301060005,ROSENDALE SCHOOL,2019,53030106,NISKAYUNA CSD,REGINA WINKLER,2445 ROSENDALE RD,SCHENECTADY,5183773123,"K-5, UE",1,28,0,1,,,
530301060006,VAN ANTWERP MIDDLE SCHOOL,2019,53030106,NISKAYUNA CSD,LUKE RAKOCZY,2253 STORY AVE,SCHENECTADY,5183701243,6-8,1,48,2,1,,,
530301060007,NISKAYUNA HIGH SCHOOL,2019,53030106,NISKAYUNA CSD,JOHN RICKERT,1626 BALLTOWN RD,SCHENECTADY,5183822511,"9-12, US",1,113,6,2,,,
530301060008,IROQUOIS MIDDLE SCHOOL,2019,53030106,NISKAYUNA CSD,VICTORIA WYLD,2495 ROSENDALE RD,SCHENECTADY,5183772233,"6-8, UE",1,51,2,0,,,
530501060000,SCHALMONT CENTRAL SCHOOL DISTRICT,2019,53050106,SCHALMONT CSD,CAROL PALLAS,4 SABRE DR,SCHENECTADY,5183559200,"K-12, UE, US",3,153,7,6,95,10,33
530501060003,JEFFERSON ELEMENTARY SCHOOL,2019,53050106,SCHALMONT CSD,JOBY GIFFORD,100 PRINCETOWN RD,SCHENECTADY,5183551342,"K-4, UE",1,46,0,2,,,
530501060004,SCHALMONT MIDDLE SCHOOL,2019,53050106,SCHALMONT CSD,LINDA TAYLOR,2 SABRE DR,SCHENECTADY,5183556110,"5-8, UE, US",1,61,3,1,,,
530501060006,SCHALMONT HIGH SCHOOL,2019,53050106,SCHALMONT CSD,IMRAN ABBASI,1 SABRE DR,SCHENECTADY,5183556110,"8-12, US",1,56,4,2,,,
530515060000,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,2019,53051506,ROTTERDAM-MOHONASEN CSD,KATHLEEN SPRING,2072 CURRY RD,SCHENECTADY,5183568200,"K-12, UE, US",5,204,9,4,97,12,55
530515060001,HERMAN L BRADT ELEMENTARY SCHOOL,2019,53051506,ROTTERDAM-MOHONASEN CSD,MICHELE WHITLEY,2719 HAMBURG ST,SCHENECTADY,5183568400,K-2,1,44,1,0,,,
530515060003,DRAPER MIDDLE SCHOOL,2019,53051506,ROTTERDAM-MOHONASEN CSD,DEBRA MALE,2070 CURRY RD,SCHENECTADY,5183568350,"6-8, UE, US",1,62,3,1,,,
530515060004,MOHONASEN SENIOR HIGH SCHOOL,2019,53051506,ROTTERDAM-MOHONASEN CSD,DAVID COLLINS,2072 CURRY RD,SCHENECTADY,5183568300,"9-12, US",2,67,4,2,,,
530515060005,PINEWOOD ELEMENTARY SCHOOL,2019,53051506,ROTTERDAM-MOHONASEN CSD,DEBORAH KAVANAUGH FARNAN,901 KINGS RD,SCHENECTADY,5183568430,"3-5, UE",1,43,1,1,,,
530600010000,SCHENECTADY CITY SCHOOL DISTRICT,2019,53060001,SCHENECTADY CITY SD,LAURENCE SPRING,108 EDUCATION DR,SCHENECTADY,5183708100,"PK-12, UE, US",20,674,28,52,95,14,22
530600010008,MARTIN LUTHER KING SCHOOL,2019,53060001,SCHENECTADY CITY SD,NICOLA DILEVA,918 STANLEY ST,SCHENECTADY,5183708360,K-5,2,34,0,4,,,
530600010009,HAMILTON ELEMENTARY SCHOOL,2019,53060001,SCHENECTADY CITY SD,MICHELLE VANDERLINDEN,1091 WEBSTER ST,SCHENECTADY,5188813720,"K-5, UE",1,31,0,4,,,
530600010010,HOWE EARLY CHILDHOOD EDUCATIONAL CENTER,2019,53060001,SCHENECTADY CITY SD,VALERIE SCOTT,1065 BAKER AVE,SCHENECTADY,5183708295,"K-5, UE",1,28,0,1,,,
530600010011,LINCOLN SCHOOL,2019,53060001,SCHENECTADY CITY SD,PEDRO ROMAN,2 ROBINSON ST,SCHENECTADY,5183708355,"K-5, UE",1,21,0,2,,,
530600010013,PAIGE SCHOOL,2019,53060001,SCHENECTADY CITY SD,DEBORAH MACDERMENT,104 ELLIOTT AVE,SCHENECTADY,5183708300,K-5,2,32,0,3,,,
530600010014,PLEASANT VALLEY SCHOOL,2019,53060001,SCHENECTADY CITY SD,SEAN INGLEE,1097 FOREST RD,SCHENECTADY,5188813640,K-5,1,31,0,2,,,
530600010017,YATES SCHOOL,2019,53060001,SCHENECTADY CITY SD,ROBERT FLANDERS,725 SALINA ST,SCHENECTADY,5183708320,"K-5, UE, US",1,26,0,2,,,
530600010018,JESSIE T ZOLLER SCHOOL,2019,53060001,SCHENECTADY CITY SD,PATRICIA DOYLE,1880 LANCASTER ST,SCHENECTADY,5183708290,"K-5, UE",1,26,0,1,,,
530600010024,MONT PLEASANT MIDDLE SCHOOL,2019,53060001,SCHENECTADY CITY SD,KIANTE JONES,1121 FOREST RD,SCHENECTADY,5183708160,"6-8, UE, US",1,76,3,2,,,
530600010025,SCHENECTADY HIGH SCHOOL,2019,53060001,SCHENECTADY CITY SD,DIANE WILKINSON,1445 THE PLAZA,SCHENECTADY,5188812044,"9-12, US",5,202,17,14,,,
530600010026,VAN CORLAER SCHOOL,2019,53060001,SCHENECTADY CITY SD,MARIANN BELLAI,2310 GUILDERLAND AVE,SCHENECTADY,5183708270,K-5,1,23,0,3,,,
530600010029,WOODLAWN SCHOOL,2019,53060001,SCHENECTADY CITY SD,JOSEPH DICAPRIO,3311 WELLS AVE,SCHENECTADY,5183708280,"K-5, UE",1,28,0,2,,,
530600010030,WILLIAM C KEANE ELEMENTARY SCHOOL,2019,53060001,SCHENECTADY CITY SD,JOHN SARDOS,1252 ALBANY AVE,SCHENECTADY,5188813960,K-5,1,20,0,2,,,
530600010034,CENTRAL PARK INTERNATIONAL MAGNET SCHOOL,2019,53060001,SCHENECTADY CITY SD,JENNIFER CHATAIN,421 ELM ST,SCHENECTADY,5183708250,"6-8, UE, US",1,68,3,4,,,
530600010035,ONEIDA MIDDLE SCHOOL,2019,53060001,SCHENECTADY CITY SD,ANTONIO FARINA,1629 ONEIDA ST,SCHENECTADY,5188813700,"6-8, UE, US",1,65,3,2,,,
540801040000,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,2019,54080104,GILBOA-CONESVILLE CSD,RUTH REEVE,132 WYCKOFF RD,GILBOA,6075887541,"K-12, UE",1,28,2,0,100,10,0
540801040001,GILBOA-CONESVILLE CENTRAL SCHOOL,2019,54080104,GILBOA-CONESVILLE CSD,THOMAS SANTACROSE,132 WYCKOFF RD,GILBOA,6075887541,"K-12, UE",1,28,0,0,,,
540901040000,JEFFERSON CENTRAL SCHOOL DISTRICT,2019,54090104,JEFFERSON CSD,BRIAN COREY,1332 ST RT 10,JEFFERSON,6076527821,PK-12,1,28,1,0,93,11,25
540901040001,JEFFERSON CENTRAL SCHOOL,2019,54090104,JEFFERSON CSD,ERIC WHIPPLE,1332 ST RT 10,JEFFERSON,6076527821,PK-12,1,28,1,0,,,
541001040000,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,2019,54100104,MIDDLEBURGH CSD,MICHELE WEAVER,245 MAIN ST,MIDDLEBURGH,5188273625,PK-12,3,70,3,1,99,15,17
541001040001,MIDDLEBURGH JUNIOR/SENIOR HIGH SCHOOL,2019,54100104,MIDDLEBURGH CSD,LORI PETROSINO,291 MAIN ST,MIDDLEBURGH,5188273606,7-12,2,35,2,0,,,
541001040002,MIDDLEBURGH ELEMENTARY SCHOOL,2019,54100104,MIDDLEBURGH CSD,TRACY DAVIDSON,245 MAIN ST,MIDDLEBURGH,5188273677,PK-6,1,35,1,0,,,
541102060000,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,2019,54110206,COBLESKILL-RICHMONDVILLE CSD,CARL MUMMENTHEY,155 WASHINGTON AVE,COBLESKILL,5182344032,"PK-12, UE, US",4,140,9,2,97,18,37
541102060001,GEORGE D RYDER ELEMENTARY SCHOOL,2019,54110206,COBLESKILL-RICHMONDVILLE CSD,KEVIN KELLY,143 GOLDING DR,COBLESKILL,5182342585,"PK-3, UE",1,32,1,0,,,
541102060002,COBLESKILL-RICHMONDVILLE HIGH SCHOOL,2019,54110206,COBLESKILL-RICHMONDVILLE CSD,MELISSA AUSFELD,1353 STATE RT 7,RICHMONDVILLE,5182343565,"4, 8-12, US",1,53,4,1,,,
541102060004,WILLIAM H GOLDING MIDDLE SCHOOL,2019,54110206,COBLESKILL-RICHMONDVILLE CSD,F SCOTT MCDONALD,193 GOLDING DR,COBLESKILL,5182348368,"6-9, US",1,34,3,0,,,
541102060005,JOSEPH B RADEZ ELEMENTARY SCHOOL,2019,54110206,COBLESKILL-RICHMONDVILLE CSD,BRETT BARR,319 MAIN ST,RICHMONDVILLE,5182946621,"3-5, 10, UE",1,28,1,0,,,
541201040000,SCHOHARIE CENTRAL SCHOOL DISTRICT,2019,54120104,SCHOHARIE CSD,KATHRYN GERBINO,136 ACADEMY DR,SCHOHARIE,5182956679,"K-12, UE, US",2,77,4,1,94,8,17
541201040002,SCHOHARIE ELEMENTARY SCHOOL,2019,54120104,SCHOHARIE CSD,MARYELLEN GILLIS,136 ACADEMY DR,SCHOHARIE,5182956651,"K-6, 8, UE",1,41,1,1,,,
541201040003,SCHOHARIE HIGH SCHOOL,2019,54120104,SCHOHARIE CSD,RAYMOND PAGLIERI,136 ACADEMY DR,SCHOHARIE,5182956601,"7-12, US",1,41,3,0,,,
541401040000,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,2019,54140104,SHARON SPRINGS CSD,PATTERSON GREEN,514 ST RT 20,SHARON SPRINGS,5182842266,"PK-12, US",1,31,2,1,95,16,100
541401040001,SHARON SPRINGS CENTRAL SCHOOL,2019,54140104,SHARON SPRINGS CSD,PATTERSON GREEN,514 ST RT 20,SHARON SPRINGS,5182842267,"K-12, US",1,31,2,1,,,
550101040000,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,2019,55010104,ODESSA-MONTOUR CSD,CHRISTOPHER WOOD,300 COLLEGE AVE,ODESSA,6075943341,"K-12, UE, US",3,65,3,2,96,9,8
550101040001,B C CATE ELEMENTARY SCHOOL,2019,55010104,ODESSA-MONTOUR CSD,VERONICA LEWIS,262 CANAL ST,MONTOUR FALLS,6075357267,K-2,1,15,0,1,,,
550101040002,HOWARD A HANLON ELEMENTARY SCHOOL,2019,55010104,ODESSA-MONTOUR CSD,CHRISTINE WILLIAMS,300 COLLEGE AVE,ODESSA,6075943341,"2-6, UE",1,22,0,0,,,
550101040003,ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL,2019,55010104,ODESSA-MONTOUR CSD,MICHAEL JOHNSTON,300 COLLEGE AVE,ODESSA,6075943341,"7-12, US",1,36,2,1,,,
550301060000,WATKINS GLEN CENTRAL SCHOOL DISTRICT,2019,55030106,WATKINS GLEN CSD,THOMAS PHILLIPS,303 12TH ST,WATKINS GLEN,6075353220,"K-12, UE, US",2,81,4,0,94,19,25
550301060002,WATKINS GLEN ELEMENTARY SCHOOL,2019,55030106,WATKINS GLEN CSD,KRISTINE SOMERVILLE,612 S DECATUR ST,WATKINS GLEN,6075353250,"K-6, UE",2,42,2,0,,,
550301060004,WATKINS GLEN CENTRAL HIGH SCHOOL,2019,55030106,WATKINS GLEN CSD,KAI D'ALLEVA,301 12TH ST,WATKINS GLEN,6075353210,"7-12, US",1,46,2,0,,,
560501040000,SOUTH SENECA CENTRAL SCHOOL DISTRICT,2019,56050104,SOUTH SENECA CSD,STEPHEN ZIELINSKI,7263 S MAIN ST,OVID,6078699636,"K-12, UE, US",2,67,3,1,95,10,20
560501040003,SOUTH SENECA ELEMENTARY SCHOOL,2019,56050104,SOUTH SENECA CSD,ADAM RUNDELL,8326 MAIN ST,INTERLAKEN,6078699636,"K-5, UE",1,32,1,0,,,
560501040004,SOUTH SENECA MIDDLE/HIGH SCHOOL,2019,56050104,SOUTH SENECA CSD,JOHN STEEDLE,7263 S MAIN ST,OVID,6078699636,"6-12, US",1,38,2,0,,,
560603040000,ROMULUS CENTRAL SCHOOL DISTRICT,2019,56060304,ROMULUS CSD,MARTIN ROTZ,5705 RT 96,ROMULUS,8668100345,K-12,1,39,1,1,100,20,25
560603040001,ROMULUS CENTRAL SCHOOL,2019,56060304,ROMULUS CSD,MARTIN ROTZ,5705 RT 96,ROMULUS,8668100345,K-12,1,39,1,1,,,
560701060000,SENECA FALLS CENTRAL SCHOOL DISTRICT,2019,56070106,SENECA FALLS CSD,ROBERT MCKEVENY,98 CLINTON ST,SENECA FALLS,3155685818,"PK-12, UE",4,119,3,2,94,10,17
560701060001,FRANK M KNIGHT ELEMENTARY SCHOOL,2019,56070106,SENECA FALLS CSD,JANET CLENDENEN,98 CLINTON ST,SENECA FALLS,3155685500,K-2,1,30,0,1,,,
560701060003,MYNDERSE ACADEMY,2019,56070106,SENECA FALLS CSD,ANDREW DOELL,105 TROY ST,SENECA FALLS,3155685500,9-12,1,43,2,0,,,
560701060004,ELIZABETH CADY STANTON ELEMENTARY SCHOOL,2019,56070106,SENECA FALLS CSD,AMY HIBBARD,38 GARDEN ST,SENECA FALLS,3155685500,"3-5, UE",1,29,0,1,,,
560701060005,SENECA FALLS MIDDLE SCHOOL,2019,56070106,SENECA FALLS CSD,KEVIN RHINEHART,95 TROY ST,SENECA FALLS,3155685500,6-8,1,34,1,0,,,
561006060000,WATERLOO CENTRAL SCHOOL DISTRICT,2019,56100606,WATERLOO CSD,TERRY MACNABB,109 WASHINGTON ST,WATERLOO,3155391500,"PK-12, UE, US",4,151,7,1,95,11,18
561006060001,WATERLOO HIGH SCHOOL,2019,56100606,WATERLOO CSD,MICHAEL FERRARA,96 STARK ST,WATERLOO,3155391550,"9-12, US",1,51,3,0,,,
561006060002,LA FAYETTE SCHOOL,2019,56100606,WATERLOO CSD,SALLY EVERTS,71 INSLEE ST,WATERLOO,3155391530,"3-5, UE",1,34,1,0,,,
561006060003,WATERLOO MIDDLE SCHOOL,2019,56100606,WATERLOO CSD,SUSAN BURGESS,65 CENTER ST,WATERLOO,3155391540,"6-8, UE",1,40,2,0,,,
561006060004,SKOI-YASE SCHOOL,2019,56100606,WATERLOO CSD,ELIZABETH SPRINGER,65 FAYETTE ST,WATERLOO,3155391520,K-2,1,34,1,0,,,
570101040000,ADDISON CENTRAL SCHOOL DISTRICT,2019,57010104,ADDISON CSD,JOSEPH DIOGUARDI,7 CLEVELAND DR-STE 101,ADDISON,6073592244,"K-12, US",3,86,4,1,92,6,5
570101040001,TUSCARORA ELEMENTARY SCHOOL,2019,57010104,ADDISON CSD,DEBORAH FLINT,7 CLEVELAND DR,ADDISON,6073592261,K-5,1,37,0,0,,,
570101040002,ADDISON HIGH SCHOOL,2019,57010104,ADDISON CSD,JENNIFER CRANE,1 COLWELL ST,ADDISON,6073592241,"6-12, US",2,50,3,0,,,
570101040003,VALLEY ELEMENTARY SCHOOL,2019,57010104,ADDISON CSD,DEBORAH FLINT,6786 COUNTY RT 119,CAMERON MILLS,6076952636,,0,0,0,0,,,
570201040000,AVOCA CENTRAL SCHOOL DISTRICT,2019,57020104,AVOCA CSD,STEPHEN SAXTON,17 OLIVER ST #29,AVOCA,6075662221,K-12,2,47,2,0,95,2,0
570201040002,AVOCA CENTRAL SCHOOL,2019,57020104,AVOCA CSD,MATTHEW PFLEEGOR,17 OLIVER ST #29,AVOCA,6075662221,K-12,2,47,2,0,,,
570302060000,BATH CENTRAL SCHOOL DISTRICT,2019,57030206,BATH CSD,JOSEPH RUMSEY,25 ELLAS AVE,BATH,6077763301,"K-12, UE, US",3,128,6,4,96,7,7
570302060001,VERNON E WIGHTMAN PRIMARY SCHOOL,2019,57030206,BATH CSD,DEBORAH BARLOW,216 MAPLE HTS,BATH,6077764123,K-3,1,39,1,2,,,
570302060003,HAVERLING SENIOR HIGH SCHOOL,2019,57030206,BATH CSD,RANDY BRZEZINSKI,25 ELLAS AVE,BATH,6077764107,"9-12, US",1,46,3,0,,,
570302060004,DANA L LYON MIDDLE SCHOOL,2019,57030206,BATH CSD,MICHAEL SIEBERT,25 ELLAS AVE,BATH,6077764110,"4-8, UE, US",1,49,2,1,,,
570401040000,BRADFORD CENTRAL SCHOOL DISTRICT,2019,57040104,BRADFORD CSD,WENDY FIELD,2820 RT 226,BRADFORD,6075834616,K-12,2,28,2,1,97,24,29
570401040001,BRADFORD CENTRAL SCHOOL,2019,57040104,BRADFORD CSD,MARY ORDWAY,2820 RT 226,BRADFORD,6075834616,K-12,2,28,2,1,,,
570603040000,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,2019,57060304,CAMPBELL-SAVONA CSD,KATHLEEN HAGENBUCH,8455 COUNTY RT 125,CAMPBELL,6075279800,"K-12, UE",2,79,3,0,96,4,5
570603040001,CAMPBELL-SAVONA ELEMENTARY SCHOOL,2019,57060304,CAMPBELL-SAVONA CSD,JAMES ANDERSON,64 E LAMOKA AVE,SAVONA,6075279800,"K-6, UE",1,42,0,0,,,
570603040002,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,2019,57060304,CAMPBELL-SAVONA CSD,LISA HAWKEN,8455 COUNTY RT 125,CAMPBELL,6075279800,7-12,1,38,3,0,,,
571000010000,CORNING CITY SCHOOL DISTRICT,2019,57100001,CORNING CITY SD,MICHAEL GINALSKI,165 CHARLES ST,PAINTED POST,6079363704,"K-12, UE, US",9,373,18,14,95,5,3
571000010003,CALVIN U SMITH ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,JEFFREY MARCHIONDA,3414 STANTON ST,PAINTED POST,6079364156,"K-5, UE",1,27,1,1,,,
571000010005,ERWIN VALLEY ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,KATE MERRILL,16 BEARTOWN RD,PAINTED POST,6079366514,K-5,1,28,1,1,,,
571000010007,FREDERICK CARDER ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,DANIEL DAVIS,289 STATE ST,CORNING,6079622454,K-5,1,32,1,1,,,
571000010008,HUGH W GREGG ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,ANN COLLINS,164 FLINT AVE,CORNING,6079621514,"K-5, UE",1,17,1,1,,,
571000010012,WILLIAM E SEVERN ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,JOHN WHALEY,36 MCMAHON AVE,CORNING,6079626844,K-5,1,32,1,2,,,
571000010013,WINFIELD STREET ELEMENTARY SCHOOL,2019,57100001,CORNING CITY SD,JENNIFER BATZING,193 WINFIELD ST,CORNING,6079626706,K-5,1,17,1,1,,,
571000010017,CORNING-PAINTED POST HIGH SCHOOL,2019,57100001,CORNING CITY SD,ROBIN SHEEHAN,201 CANTIGNY ST,CORNING,6076542988,"9-12, US",1,132,8,3,,,
571000010019,CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER,2019,57100001,CORNING CITY SD,FRANK BARBER,CORNING CC-1 ACADEMIC DR,CORNING,6079629283,10-12,1,4,1,0,,,
571000010020,CORNING-PAINTED POST MIDDLE SCHOOL,2019,57100001,CORNING CITY SD,RICHARD KIMBLE,35 VICTORY HWY,PAINTED POST,6076542966,"6-8, UE, US",1,100,4,4,,,
571502060000,CANISTEO-GREENWOOD CSD,2019,57150206,CANISTEO-GREENWOOD CSD,JEREMY PALOTTI,84 GREENWOOD ST,CANISTEO,6076984225,"K-12, UE, US",3,86,3,2,96,11,8
571502060001,CANISTEO-GREENWOOD HIGH SCHOOL,2019,57150206,CANISTEO-GREENWOOD CSD,MICHAEL WRIGHT,84 GREENWOOD ST,CANISTEO,6076984225,"7-12, US",2,42,2,1,,,
571502060002,CANISTEO-GREENWOOD ELEMENTARY/MIDDLE SCHOOL,2019,57150206,CANISTEO-GREENWOOD CSD,COLLEEN BROWNELL,120 GREENWOOD ST,CANISTEO,6076984225,"K-6, UE, US",1,47,1,1,,,
571800010000,HORNELL CITY SCHOOL DISTRICT,2019,57180001,HORNELL CITY SD,DOUGLAS WYANT,25 PEARL ST,HORNELL,6073241302,"K-12, UE, US",4,118,9,2,93,17,22
571800010001,HORNELL INTERMEDIATE SCHOOL,2019,57180001,HORNELL CITY SD,SEAN GAFFNEY,71 BUFFALO ST,HORNELL,6073241304,"4-6, UE, US",1,28,2,0,,,
571800010002,BRYANT SCHOOL,2019,57180001,HORNELL CITY SD,JENNIFER SOROCHIN,173 TERRY ST,HORNELL,6073242171,"2-3, UE",1,16,2,0,,,
